/home/codexsafe	d	4096	755	1000	1000	1778230887.0000000000	
/home/codexsafe/.agents	d	4096	755	1000	1000	1778230887.0000000000	
/home/codexsafe/.agents/skills	d	4096	755	1000	1000	1778230887.0000000000	
/home/codexsafe/.codex	d	4096	755	1000	1000	1778233927.8862505590	
/home/codexsafe/.codex/.tmp	d	4096	755	1000	1000	1778233932.9000968220	
/home/codexsafe/.codex/installation_id	f	36	644	1000	1000	1778233922.8464154910	
/home/codexsafe/.codex/logs_2.sqlite	f	49152	644	1000	1000	1778233922.8224163060	
/home/codexsafe/.codex/logs_2.sqlite-shm	f	32768	644	1000	1000	1778233922.7974171540	
/home/codexsafe/.codex/logs_2.sqlite-wal	f	119512	644	1000	1000	1778233922.8164165090	
/home/codexsafe/.codex/memories	d	4096	755	1000	1000	1778233922.6784211920	
/home/codexsafe/.codex/shell_snapshots	d	4096	755	1000	1000	1778233923.1714045360	
/home/codexsafe/.codex/shell_snapshots/019e0700-55fc-73e0-91fc-c0373614e796.1778233923073741601.sh	f	652	644	1000	1000	1778233923.1564050380	
/home/codexsafe/.codex/skills	d	4096	755	1000	1000	1778233922.8534152540	
/home/codexsafe/.codex/skills/.system	d	4096	755	1000	1000	1778233922.8634149140	
/home/codexsafe/.codex/skills/.system/.codex-system-skills.marker	f	17	644	1000	1000	1778233922.8634149140	
/home/codexsafe/.codex/skills/.system/imagegen	d	4096	755	1000	1000	1778233922.8574151180	
/home/codexsafe/.codex/skills/.system/imagegen/LICENSE.txt	f	10776	644	1000	1000	1778233922.8544152190	
/home/codexsafe/.codex/skills/.system/imagegen/SKILL.md	f	24003	644	1000	1000	1778233922.8544152190	
/home/codexsafe/.codex/skills/.system/imagegen/agents	d	4096	755	1000	1000	1778233922.8544152190	
/home/codexsafe/.codex/skills/.system/imagegen/agents/openai.yaml	f	275	644	1000	1000	1778233922.8544152190	
/home/codexsafe/.codex/skills/.system/imagegen/assets	d	4096	755	1000	1000	1778233922.8554151860	
/home/codexsafe/.codex/skills/.system/imagegen/assets/imagegen-small.svg	f	2889	644	1000	1000	1778233922.8554151860	
/home/codexsafe/.codex/skills/.system/imagegen/assets/imagegen.png	f	1711	644	1000	1000	1778233922.8554151860	
/home/codexsafe/.codex/skills/.system/imagegen/references	d	4096	755	1000	1000	1778233922.8564151520	
/home/codexsafe/.codex/skills/.system/imagegen/references/cli.md	f	10188	644	1000	1000	1778233922.8554151860	
/home/codexsafe/.codex/skills/.system/imagegen/references/codex-network.md	f	1779	644	1000	1000	1778233922.8564151520	
/home/codexsafe/.codex/skills/.system/imagegen/references/image-api.md	f	6079	644	1000	1000	1778233922.8564151520	
/home/codexsafe/.codex/skills/.system/imagegen/references/prompting.md	f	9896	644	1000	1000	1778233922.8564151520	
/home/codexsafe/.codex/skills/.system/imagegen/references/sample-prompts.md	f	19239	644	1000	1000	1778233922.8574151180	
/home/codexsafe/.codex/skills/.system/imagegen/scripts	d	4096	755	1000	1000	1778233922.8574151180	
/home/codexsafe/.codex/skills/.system/imagegen/scripts/image_gen.py	f	34271	644	1000	1000	1778233922.8574151180	
/home/codexsafe/.codex/skills/.system/imagegen/scripts/remove_chroma_key.py	f	13836	644	1000	1000	1778233922.8574151180	
/home/codexsafe/.codex/skills/.system/openai-docs	d	4096	755	1000	1000	1778233922.8594150500	
/home/codexsafe/.codex/skills/.system/openai-docs/LICENSE.txt	f	10776	644	1000	1000	1778233922.8574151180	
/home/codexsafe/.codex/skills/.system/openai-docs/SKILL.md	f	7315	644	1000	1000	1778233922.8574151180	
/home/codexsafe/.codex/skills/.system/openai-docs/agents	d	4096	755	1000	1000	1778233922.8584150840	
/home/codexsafe/.codex/skills/.system/openai-docs/agents/openai.yaml	f	543	644	1000	1000	1778233922.8584150840	
/home/codexsafe/.codex/skills/.system/openai-docs/assets	d	4096	755	1000	1000	1778233922.8584150840	
/home/codexsafe/.codex/skills/.system/openai-docs/assets/openai-small.svg	f	1091	644	1000	1000	1778233922.8584150840	
/home/codexsafe/.codex/skills/.system/openai-docs/assets/openai.png	f	1429	644	1000	1000	1778233922.8584150840	
/home/codexsafe/.codex/skills/.system/openai-docs/references	d	4096	755	1000	1000	1778233922.8594150500	
/home/codexsafe/.codex/skills/.system/openai-docs/references/latest-model.md	f	2028	644	1000	1000	1778233922.8584150840	
/home/codexsafe/.codex/skills/.system/openai-docs/references/prompting-guide.md	f	14338	644	1000	1000	1778233922.8594150500	
/home/codexsafe/.codex/skills/.system/openai-docs/references/upgrade-guide.md	f	11308	644	1000	1000	1778233922.8594150500	
/home/codexsafe/.codex/skills/.system/openai-docs/scripts	d	4096	755	1000	1000	1778233922.8594150500	
/home/codexsafe/.codex/skills/.system/openai-docs/scripts/resolve-latest-model-info.js	f	3463	644	1000	1000	1778233922.8594150500	
/home/codexsafe/.codex/skills/.system/plugin-creator	d	4096	755	1000	1000	1778233922.8604150160	
/home/codexsafe/.codex/skills/.system/plugin-creator/SKILL.md	f	6382	644	1000	1000	1778233922.8594150500	
/home/codexsafe/.codex/skills/.system/plugin-creator/agents	d	4096	755	1000	1000	1778233922.8594150500	
/home/codexsafe/.codex/skills/.system/plugin-creator/agents/openai.yaml	f	343	644	1000	1000	1778233922.8594150500	
